,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,경도,위도
462,서구,양동,서구건강가정지원센터,광주광역시 서구 상무대로 1224번길 18,062-369-0072,서구건강가정지원센터 내,126.896715140641,35.1552007712856
463,서구,농성동,빛고을서구주간보호센터,광주광역시 서구 죽봉대로 22번길 11,062-351-9597,빛고을서구주간보호센터 내,126.88477782849,35.1556246428554
464,서구,용두동,광주사랑의집,광주광역시 서구 용두난산길 41-32,062-374-3542,광주사랑의집 내,126.819127788512,35.1029771327294
465,서구,쌍촌동,시영종합사회복지관,광주광역시 서구 화정로 87-1,062-373-0360,시영종합사회복지관 내,126.867242615215,35.1461120404885
466,서구,양동,서구장애인복지관,광주광역시 서구 경열로 127,062-710-3020,서구장애인복지관 내,126.899186569933,35.153371920256
467,서구,광천동,무진종합사회복지관,광주광역시 서구 천변좌하로 594,062-372-2600,무진종합사회복지관 내,126.875465589043,35.1686243773649
468,서구,화정동,희망의집,광주광역시 서구 화운로 99번길 15,062-381-5515,희망의집 내,126.877987716329,35.1485780121795
469,서구,쌍촌동,사)광천사랑숲,광주광역시 서구 천변좌하로 472,062-714-3177,광천사랑숲 내,126.862767578989,35.167488017356
470,서구,농성동,늘푸른하우스,광주광역시 서구 죽봉대로22번길 11,062-361-9500,늘푸른하우스 내,126.88477782849,35.1556246428554
471,서구,농성동,효드림실버홈,광주광역시 서구 월산로267번길 26-3 (농성동),062-351-7788,효드림실버홈 내,126.886246264265,35.1580167062498
472,서구,치평동,자비요양원,광주광역시 서구 마륵복개로150번길 22,062-375-5225,자비요양원 내,126.852349277108,35.1462077488499
473,서구,서창동,예향요양원,광주광역시 서구 눌재로334,062-374-3333,예향요양원 내,126.82688948507,35.1107406632114
474,서구,덕흥동,마라나타전문요양시설,광주광역시 서구 유덕로 163-1,062-714-2508,마라나타전문요양시설 내,126.836823339316,35.1676463961821
475,서구,세하동,노엘실버타운,광주광역시 서구 세동2길 21-4,062-714-2233,노엘실버타운 내,126.831854323589,35.115651979746
476,서구,광천동,세실리아요양원,광주광역시 서구 죽봉대로 120번길 20-4,062-351-9994,세실리아요양원 내,126.885545387967,35.1630980881944
477,서구,풍암동,벧엘요양원,광주광역시 서구 송암로138(풍암동),062-674-0527,벧엘요양원 내,126.86946492054,35.1149730761494
478,서구,매월동,베데스다요양원,광주광역시 서구 회재유통길 64(매월동),062-373-6304,베데스다요양원 내,126.852408226043,35.113116976909
479,서구,쌍촌동,물댄동산한울교회요양원,광주광역시 서구 월드컵4강로 229번길 17,062-372-3057,물댄동산한울교회요양원 내,126.867945753202,35.1555273357702
480,서구,풍암동,동명전문요양원,"광주광역시 서구 송암로143번길 21', ' 노인요양시설 (풍암동)",062-676-6502,동명전문요양원 내,126.867596619448,35.1126338086423
481,서구,쌍촌동,치평중학교,광주광역시 서구 화정로21번길 5 치평중학교,062-380-2302,체육관,126.85919311212,35.1446880880419
482,서구,치평동,전남중학교,광주광역시 서구 상무공원로 70 전남중학교 (치평동),062-720-5106,2층 체육관 앞,126.843714225182,35.1510539889934
483,서구,치평동,계수초등학교,광주광역시 서구 상무시민로 51 계수초등학교 (치평동),062-380-2100,체육관,126.844519439116,35.1562387431652
484,서구,화정동,염주현대아파트,"광주광역시 서구 월드컵4강로 22 (화정동', ' 염주현대아파트)",3722131,염주현대아파트 경비실내,126.877381022323,35.1393862183049
485,서구,풍암동,한신아파트(풍암동),"광주광역시 서구 풍암순환로 38 (풍암동', ' 한신아파트)",6814303,한신아파트(풍암동)경비실,126.875453202197,35.12200822164
487,북구,두암동,광주동신고등학교,광주광역시 북구 동문대로 50 동신고 (두암동),062-520-2157,강당,126.92234609245,35.1694378564351
488,북구,유동,광주북성중학교,광주광역시 북구 금남로 61 북성중 (유동),062-607-7000,체육관,126.903235613037,35.1596849198884
489,북구,용봉동,태봉초등학교,광주광역시 북구 청계로 33 태봉초 (용봉동),062-519-1700,강당,126.892263424822,35.1765107718167
490,북구,오치동,우산중학교,광주광역시 북구 신촌로 22 우산중학교,062-260-5859,강당,126.912395851811,35.1896276715509
491,북구,일곡동,일곡초등학교,광주광역시 북구 설죽로 530 일곡초등학교,062-570-1608,강당,126.898397398236,35.2073407703343
492,북구,신용동,신용중학교,"광주광역시 북구 첨단연신로133번길 32', ' 신용중학교 (신용동)",062-713-6190,체육관,126.860960947994,35.2107844988164
493,북구,일곡동,광주일신초등학교,광주광역시 북구 일곡마을로 187 일신초 (일곡동),062-606-8700,강당,126.895126368813,35.211194955817
494,북구,일곡동,일동초등학교,광주광역시 북구 일곡택지로 45 일동초 (일곡동),062-570-1000,체육관,126.893332830565,35.2060483824593
495,북구,운암동,운암중학교,광주광역시 북구 서강로131번길 24 운암중 (운암동),062-605-6511,강당,126.873828007246,35.1847144186604
496,북구,용두동,용두중학교,광주광역시 북구 하서로483번길 48 용두중 (용두동),062-570-6680,4층 복도,126.875246120094,35.2157710109503
497,북구,동림동,한울초등학교,광주광역시 북구 유림로160번길 15 한울초 (동림동),062-510-3672,체육관,126.866425154814,35.1762005665731
498,북구,삼각동,고려고등학교,광주광역시 북구 설죽로 369 고려고 (삼각동),062-573-0075,체육관,126.898285385921,35.1925390144904
499,북구,매곡동,하백초등학교,"광주광역시 북구 하백로5번길 10', ' 하백초등학교 (매곡동)",062-570-9173,체육관,126.888910779031,35.1886004217399
500,북구,두암동,풍향초등학교,광주광역시 북구 군왕로51번길 77 풍향초 (두암동),062-609-1105,체육관,126.927611479902,35.1672729002123
501,북구,지야동,지산초등학교,광주광역시 북구 하서로 637 지산초 (지야동),062-570-9500,강당,126.88567159612,35.2313699649639
502,북구,본촌동,지산중학교,광주광역시 북구 양산택지로 130 지산중 (본촌동),062-606-6300,체육관,126.881457618914,35.2170230988273
503,북구,용봉동,전남대학교사범대학부설고등학교,"광주광역시 북구 용봉로 77', ' 전남대학교사범대학부설고등학교 (용봉동)",062-530-3831,체육관,126.911144724821,35.1738813321332
504,북구,삼각동,전남여자상업고등학교,광주광역시 북구 설죽로 433 전남여상 (삼각동),062-570-8704,체육관,126.895612324385,35.1991144593752
505,북구,일곡동,일곡중학교,광주광역시 북구 설죽로 570 일곡중 (일곡동),062-570-1700,체육관,126.898446852517,35.2096942417062
506,북구,용봉동,용주초등학교,광주광역시 북구 용주로 15 용주초 (용봉동),062-510-5600,체육관앞,126.898969938893,35.1815846974965
507,북구,신안동,용봉초등학교,광주광역시 북구 서암대로144번길 11 용봉초 (신안동),062-510-4219,강당,126.900104579193,35.1685726584871
508,북구,오치동,오정초등학교,광주광역시 북구 대천로 55 오정초 (오치동),062-250-1703,체육관입구,126.911985714374,35.1859022536566
509,북구,중흥동,광주중흥초등학교,광주광역시 북구 경양로197번길 25 중흥초 (중흥동),062-612-9905,체육관,126.913544492327,35.1608547471817
510,북구,일곡동,일신중학교,광주광역시 북구 일곡택지로 107 일신중 (일곡동),062-605-6606,강당,126.893663274486,35.2115251066248
511,북구,오룡동,은혜학교,광주광역시 북구 앰코로 127 은혜학교 (오룡동),062-970-9900,체육관,126.848870549342,35.2324919908203
512,북구,우산동,우산초등학교,광주광역시 북구 서방로63번길 67 우산초 (우산동),062-266-1773,강당,126.920379030934,35.1759524024288
513,북구,오치동,오치초등학교,광주광역시 북구 설죽로 290 오치초 (오치동),062-250-0604,체육관입구,126.899280012687,35.1857367800956
514,서구,치평동,전남고등학교,광주광역시 서구 상무공원로 32 전남고등학교 (치평동),062-370-8500,체육관,126.843732699207,35.1474756132162
515,서구,쌍촌동,동명중학교,광주광역시 서구 운천로 306 동명중학교 (쌍촌동),062-603-8161,보건실 앞,126.856600516467,35.1598017535807
516,서구,화정동,유니버시아드힐스테이트2단지,"광주광역시 서구 화정로 211 (화정동', ' 유니버시아드 힐스테이트 2단지)",062-369-9420,관리소 앞,126.878529793985,35.1460249113944
517,북구,양산동,양산초등학교,광주광역시 북구 연양로 33 양산초 (양산동),062-570-8800,체육관,126.871460773842,35.2071868188173
518,북구,양산동,양산중학교,광주광역시 북구 하서로229번길 30 양산중 (양산동),062-570-6111,체육관앞,126.875007068172,35.1964582153144
519,북구,신용동,신용초등학교,광주광역시 북구 첨단연신로 232-10 신용초 (신용동),062-717-3570,강당,126.857212433182,35.2106312330176
520,북구,두암동,신광중학교,광주광역시 북구 면앙로165번길 80 신광중 (두암동),062-250-6500,체육관,126.932120179655,35.1795333405337
521,북구,일곡동,숭일고등학교,"광주광역시 북구 모룡대길 40 (일곡동', ' 숭일고등학교)",062-608-0599,체육관,126.896906409545,35.2178134826568
522,북구,북동,수창초등학교,광주광역시 북구 금남로 99 수창초 (북동),062-520-2781,체육관,126.906654800181,35.1561887050154
523,북구,두암동,삼정초등학교,광주광역시 북구 밤실로208번길 55 삼정초 (두암동),062-250-5806,강당,126.936087811683,35.1661362784375
524,북구,삼각동,삼각초등학교,광주광역시 북구 송해로 21 삼각초 (삼각동),062-570-6571,강당입구,126.900249042687,35.2006427361593
525,북구,신용동,빛고을고등학교,광주광역시 북구 첨단연신로108번길 133 (신용동),062-712-8800,강당,126.864959002929,35.2088141630805
526,북구,문흥동,문흥초등학교,광주광역시 북구 면앙로 19 문흥초 (문흥동),062-250-7750,ㅏㅇ당,126.914353738447,35.1810609666311
527,북구,문흥동,문흥중앙초증학교,광주광역시 북구 문산로 17 문흥중앙초 (문흥동),062-250-0590,체육관,126.921163227141,35.1834079441543
528,북구,두암동,문화초등학교,광주광역시 북구 군왕로 135 문화초 (두암동),062-260-2019,본관 1층 교장실 앞 복도,126.931337845295,35.1734172827004
529,북구,우산동,문화중학교,광주광역시 북구 면앙로 111 문화중 (우산동),062-260-8606,강당,126.923916172825,35.1784669374922
530,북구,매곡동,매곡초등학교,광주광역시 북구 초당로 25 매곡초 (매곡동),062-570-5874,강당앞,126.894297271173,35.1942602502921
531,북구,일곡동,서일초등학교,광주광역시 북구 설죽로 590 서일초 (일곡동),062-570-5775,체육관,126.898951350574,35.2123806012961
532,북구,임동,서림초등학교,광주광역시 북구 서림로 113 서림초 (임동),062-520-8608,강당,126.899586571334,35.1618825285044
533,북구,운암동,서강고등학교,광주광역시 북구 서강로 1 서강고 (운암동),062-520-7810,체육관,126.868036822922,35.1751796540254
534,북구,일곡동,살레시오고등학교,광주광역시 북구 모룡대길 67 살레시오고 (일곡동),062-608-9100,체육관,126.892060067509,35.2168875377596
535,북구,오치동,문우초등학교,광주광역시 북구 능안로 7 문우초 (오치동),062-260-1500,체육관앞,126.916411536255,35.186122795951
536,북구,문흥동,문산초등학교,광주광역시 북구 문산로 66 문산초 (문흥동),062-250-2107,체육관,126.92514276279,35.1872132883686
537,북구,문흥동,문산중학교,"광주광역시 북구 대천로 174', ' 문산중학교 (문흥동)",062-260-3566,강당,126.923803481913,35.1893470424679
538,북구,우산동,무등초등학교,광주광역시 북구 면앙로 99 무등초 (우산동),062-260-3800,강당,126.922769081199,35.1787925927539
539,북구,두암동,두암초등학교,"광주광역시 북구 참판로 130', ' 두암초등학교 (두암동)",062-250-6697,강당,126.934135243105,35.1694773789436
540,북구,두암동,광주동신여자중학교,광주광역시 북구 동문대로 50 동신여중 (두암동),062-520-2137,체육관,126.92234609245,35.1694378564351
541,북구,동림동,동림초등학교,광주광역시 북구 동림용산로 7 동림초 (동림동),062-520-6604,체육관,126.86761865577,35.187449892996
542,북구,운암동,대자초등학교,광주광역시 북구 대자로 5 대자초 (운암동),062-520-3172,강당,126.873268259497,35.1739159497494
